wav_path,label
./data/finvcup9th_1st_ds5/train/651414220ba523e35d4b4ab9f42e9792.wav, 1
./data/finvcup9th_1st_ds5/train/54512292cb8a3d7d816d3c64c0032bef.wav, 0
./data/finvcup9th_1st_ds5/train/5620fa7bfb838123056589c54cc0cd1b.wav, 1
./data/finvcup9th_1st_ds5/train/aeb9fa49d973dcca53dcd8ca5fc15d3d.wav, 0
./data/finvcup9th_1st_ds5/train/79393e427153cf6e55d04287f21b7eeb.wav, 0
./data/finvcup9th_1st_ds5/train/7c9382395ffee946d78800294119ddf5.wav, 0
./data/finvcup9th_1st_ds5/train/c77272713526a26219fa459691a82113.wav, 0
./data/finvcup9th_1st_ds5/train/39c67bd1290ff266b7b0bbac30e7fe66.wav, 0
./data/finvcup9th_1st_ds5/train/aea2846a8fdde48561b71a375c54d9d2.wav, 1
./data/finvcup9th_1st_ds5/train/4965ef16eb946cf0d5c798c69529aad8.wav, 1
./data/finvcup9th_1st_ds5/train/42aecbee83364bc8a7dfd031e3409530.wav, 1
./data/finvcup9th_1st_ds5/train/760ca5b01b28f4b098d6cbcbf40c9284.wav, 0
./data/finvcup9th_1st_ds5/train/c7ac038f34e8071592d8331399b14904.wav, 0
./data/finvcup9th_1st_ds5/train/ee60a9233964a5f0353f6ffec0c8d2ed.wav, 0
./data/finvcup9th_1st_ds5/train/6e4e545c654cf5c088b2d87754d75579.wav, 0
./data/finvcup9th_1st_ds5/train/17e26047c851f60a97f5a336b40eb2b0.wav, 1
./data/finvcup9th_1st_ds5/train/7807c80617761f9ec252955cf2d0d19c.wav, 0
./data/finvcup9th_1st_ds5/train/b62347a46a81b88a7c80f4180109cf1b.wav, 1
./data/finvcup9th_1st_ds5/train/c9cf598e6ed5a4363f57a82678534d5d.wav, 0
./data/finvcup9th_1st_ds5/train/1f7bce512762e03ce140fe8e6d493aaf.wav, 1
./data/finvcup9th_1st_ds5/train/588d835e2d44669d3d4d6da44fc1e865.wav, 1
./data/finvcup9th_1st_ds5/train/0a34e69652e404175baa97c2e8d9c433.wav, 0
./data/finvcup9th_1st_ds5/train/b291f7ddf02b5700bd43699d4ba8e886.wav, 0
./data/finvcup9th_1st_ds5/train/673e86f3e17dfc0993c29c5c20036e2a.wav, 1
./data/finvcup9th_1st_ds5/train/796d588b26b472f8143d56e7a9c45638.wav, 1
./data/finvcup9th_1st_ds5/train/82a10ffff66dce4c75f34ee8ce133d41.wav, 0
./data/finvcup9th_1st_ds5/train/711093bda14bfe18dff6ed1643cd57ed.wav, 0
./data/finvcup9th_1st_ds5/train/e97d34d75a5f490fa5d6620dcc94e55d.wav, 0
./data/finvcup9th_1st_ds5/train/36fc9b22a56e9e867738a827ea86d147.wav, 0
./data/finvcup9th_1st_ds5/train/171c986dc4a040e94c1fc87178076b2f.wav, 0
./data/finvcup9th_1st_ds5/train/95c3ac3c702f4f93ef42e078807b7420.wav, 0
./data/finvcup9th_1st_ds5/train/4dbbdfe679b35d6a2e11764e9339e9c7.wav, 0
./data/finvcup9th_1st_ds5/train/ce511a93d1e8c9e908b441fae9c4b2fc.wav, 0
./data/finvcup9th_1st_ds5/train/86ebde16098f7402e8cabae422c6b7bd.wav, 1
./data/finvcup9th_1st_ds5/train/76618ed81849a15a8c901e00ef3efc51.wav, 1
./data/finvcup9th_1st_ds5/train/9fec5a5b5b1fe428cefa33e5470748b8.wav, 0
./data/finvcup9th_1st_ds5/train/5560a5829ffcd8f8386f0bcea562e513.wav, 0
./data/finvcup9th_1st_ds5/train/e1ee4b8bcfdc781f7dfb627161162992.wav, 0
./data/finvcup9th_1st_ds5/train/4a7ce983017267edb0ed1fffd3463ad6.wav, 0
./data/finvcup9th_1st_ds5/train/df21f914f04e36a6ec8fe6c41fa4a607.wav, 0
./data/finvcup9th_1st_ds5/train/3052c64ed2526d01fa145afd8aed3ca7.wav, 0
./data/finvcup9th_1st_ds5/train/23826e36a45616e2daaea1862b0aaac0.wav, 0
./data/finvcup9th_1st_ds5/train/7ba517810bef920104eaeb7649c0e915.wav, 1
./data/finvcup9th_1st_ds5/train/c42f3431ee7e561dc08d27ac8c6ca9e0.wav, 1
./data/finvcup9th_1st_ds5/train/2b70ee56ea4c31dd05ac2c58f8492041.wav, 1
./data/finvcup9th_1st_ds5/train/0deb9b2a46ee0797d3227ae97fce9287.wav, 0
./data/finvcup9th_1st_ds5/train/a306bd3260608060d2cf0f0937a2d3f9.wav, 0
./data/finvcup9th_1st_ds5/train/70f6b43fed9c50cc510fb43f84ad6c39.wav, 0
./data/finvcup9th_1st_ds5/train/3e5244e364f379d8bf8b844421ace86b.wav, 1
./data/finvcup9th_1st_ds5/train/137e424b041f14d18b07bcec990882b1.wav, 1
./data/finvcup9th_1st_ds5/train/711e0f90b49c207933bb5931b6de4913.wav, 1
./data/finvcup9th_1st_ds5/train/bc6860e978574eb55d5575b6f3cb71f3.wav, 1
./data/finvcup9th_1st_ds5/train/cc8501d29aae224a1f9f15dd498ea331.wav, 1
./data/finvcup9th_1st_ds5/train/96c25f4d7f17f6950a588a9581281bea.wav, 1
./data/finvcup9th_1st_ds5/train/c2e7ccdbea0149bf48da6ab0aa303fed.wav, 1
./data/finvcup9th_1st_ds5/train/802e54d77220fef32b2fad3961acb2d6.wav, 0
./data/finvcup9th_1st_ds5/train/bedb8613747a7316845d40305ece9789.wav, 0
./data/finvcup9th_1st_ds5/train/f4c7a32f2a65c3fc36cd3146ceffc053.wav, 0
./data/finvcup9th_1st_ds5/train/ffb864dc5d9f9edb9b709d96beb300f2.wav, 0
./data/finvcup9th_1st_ds5/train/f93ceefc495e581eb4493182edccaff8.wav, 1
./data/finvcup9th_1st_ds5/train/918d3f80dedd9b34a440b05792b99465.wav, 1
./data/finvcup9th_1st_ds5/train/1ffc85e4b733fdcbf08e5c759294b3ca.wav, 1
./data/finvcup9th_1st_ds5/train/00783191b862d3efc1ae042b66588e2a.wav, 0
./data/finvcup9th_1st_ds5/train/d208a09ad3ca6459dc52fd19543d3c4d.wav, 1
./data/finvcup9th_1st_ds5/train/c48ebeabc20ea497748a0ef99b874f11.wav, 1
./data/finvcup9th_1st_ds5/train/da2f7b7b9edfbb3a05ae319b463bfad5.wav, 1
./data/finvcup9th_1st_ds5/train/0bd9bf72bdd9a9a204d4db15528b354f.wav, 1
./data/finvcup9th_1st_ds5/train/d2ad40161511480b1cc47a403ec49801.wav, 1
./data/finvcup9th_1st_ds5/train/192d86cbf49e5aa172f60fde0f6a8148.wav, 0
./data/finvcup9th_1st_ds5/train/f1745d5b999fd76f925cf14b738e0982.wav, 0
./data/finvcup9th_1st_ds5/train/6c8afab27736752dd3845f398c57ac08.wav, 0
./data/finvcup9th_1st_ds5/train/353b485a042d5db12f0f1051a55dc42a.wav, 0
./data/finvcup9th_1st_ds5/train/e1c83dd243e79e0f086bafcba07b7d6c.wav, 0
./data/finvcup9th_1st_ds5/train/9a8308350392cde0d5d9966f33cd40a9.wav, 1
./data/finvcup9th_1st_ds5/train/d25d6e2c3567730a04d7cc5e0b8f7744.wav, 1
./data/finvcup9th_1st_ds5/train/f71d326759588bb090d02d3d2c900320.wav, 0
./data/finvcup9th_1st_ds5/train/42ece3f5e8ff9c46e917b3bfcc0533f4.wav, 0
./data/finvcup9th_1st_ds5/train/3f9268b0358e7114cf6d76342543761c.wav, 0
./data/finvcup9th_1st_ds5/train/a89258050b9f7905370d3a9860fab3b9.wav, 0
./data/finvcup9th_1st_ds5/train/4260a28e7bad16b898c8da9fb7e70ca5.wav, 0
./data/finvcup9th_1st_ds5/train/3918e6eacc6d7a3705072c3ccc1a64d3.wav, 0
./data/finvcup9th_1st_ds5/train/70d66bf7ef39f1298dfb0fca68221ade.wav, 1
./data/finvcup9th_1st_ds5/train/dc00b51d1b8dad641e9eabcfe97eb539.wav, 0
./data/finvcup9th_1st_ds5/train/f98cae12f9fce9a8e55a9f2097262ec3.wav, 0
./data/finvcup9th_1st_ds5/train/3d7f5e0b14e765a9a054785735790206.wav, 0
./data/finvcup9th_1st_ds5/train/23d6d16fd457b5f5e61831ed748c689b.wav, 0
./data/finvcup9th_1st_ds5/train/c6cab8456a5c1a0cc86f533ed649386e.wav, 0
./data/finvcup9th_1st_ds5/train/4aedd2423561121752d647ac438de3b9.wav, 0
./data/finvcup9th_1st_ds5/train/91b92c1f5577b348659100c62b80995a.wav, 1
./data/finvcup9th_1st_ds5/train/7ece1eaf06de2ad0ce2152853f45253e.wav, 0
./data/finvcup9th_1st_ds5/train/fa0252370f544c1e3aba71b5300db1fe.wav, 0
./data/finvcup9th_1st_ds5/train/aa8c945fe9269cfcbc772ff88d8871cd.wav, 0
./data/finvcup9th_1st_ds5/train/16377212961709cbea622eab0fd403c5.wav, 0
./data/finvcup9th_1st_ds5/train/c28bd148a3e622dbe63167b23daa4473.wav, 0
./data/finvcup9th_1st_ds5/train/51c3e18d32d57cebc0f4ebad4b5d9ea4.wav, 0
./data/finvcup9th_1st_ds5/train/550c3eeac69d08e9023be96c7d8f0228.wav, 0
./data/finvcup9th_1st_ds5/train/b6ff10141fdeceaf03e729e6bd5d1017.wav, 0
./data/finvcup9th_1st_ds5/train/91e99ef87a57a528c65b30be09dafb81.wav, 0
./data/finvcup9th_1st_ds5/train/aa61824617b104d22ed245b3961f1bda.wav, 1
./data/finvcup9th_1st_ds5/train/05fe5065c22556d704e5dd4b4fd68752.wav, 0
./data/finvcup9th_1st_ds5/train/b451e58ed4cc5f9dadaf0e3fc5cdc83f.wav, 0
./data/finvcup9th_1st_ds5/train/4bc30c5fa64aca6c05e1a3262ffc6dc6.wav, 1
./data/finvcup9th_1st_ds5/train/0643cc42fb1ccb3f597715558ca767aa.wav, 0
./data/finvcup9th_1st_ds5/train/c06f95f2667d553c0bdbf0d216ab7938.wav, 1
./data/finvcup9th_1st_ds5/train/5729513b67a73a94ee4dff81bf8a4718.wav, 0
./data/finvcup9th_1st_ds5/train/a36bef20759dd9fe8a911fa9ba412547.wav, 0
./data/finvcup9th_1st_ds5/train/444c9aded16a1d5ef0213d6107863dd7.wav, 1
./data/finvcup9th_1st_ds5/train/9aac0dacbfc2a74e6463110a653d4c01.wav, 1
./data/finvcup9th_1st_ds5/train/7dba7c51a3cac98610426e7717f9ea7e.wav, 0
./data/finvcup9th_1st_ds5/train/c839f25147aeb739ff3d687ee9d473f8.wav, 0
./data/finvcup9th_1st_ds5/train/c9f75a39b0b028df59e04b469295a0c8.wav, 0
./data/finvcup9th_1st_ds5/train/ef57cbf835f574579cdfe5ca23467431.wav, 0
./data/finvcup9th_1st_ds5/train/00ea6fac5186d05f9a52acc268e0b987.wav, 0
./data/finvcup9th_1st_ds5/train/39bfcc9f3818532ad702c486f844f5cf.wav, 1
./data/finvcup9th_1st_ds5/train/b155fe0d37018b5fe34e2354669b05a6.wav, 0
./data/finvcup9th_1st_ds5/train/e450bc794258e8349f18f9273248343c.wav, 0
./data/finvcup9th_1st_ds5/train/48127e47689928373d2c2c0986745157.wav, 0
./data/finvcup9th_1st_ds5/train/70127b9540a6a7385b7387a8fdc96aca.wav, 1
./data/finvcup9th_1st_ds5/train/68ead35d9fa6f9624a8736092591aac9.wav, 0
./data/finvcup9th_1st_ds5/train/97027728ff978525d6cf50935525bebe.wav, 0
./data/finvcup9th_1st_ds5/train/4e2cd74aff9e8621947eaab28a5ffd1a.wav, 0
./data/finvcup9th_1st_ds5/train/8f490315c707461aff202e7ac179a663.wav, 0
./data/finvcup9th_1st_ds5/train/796e9ad39dcb2e07e152d3dec5f7ce9f.wav, 0
./data/finvcup9th_1st_ds5/train/a816bc215c795a3a296525cbc7ba9e84.wav, 0
./data/finvcup9th_1st_ds5/train/7cbc93bf47d592a5db88b1fec61ce429.wav, 1
./data/finvcup9th_1st_ds5/train/75fac345c1578c2727129a0499c85c60.wav, 1
./data/finvcup9th_1st_ds5/train/301ad3d6d347a25611d6f06feb3fddb8.wav, 1
./data/finvcup9th_1st_ds5/train/ff57e7223674cee012fdac85e21d4ca3.wav, 0
./data/finvcup9th_1st_ds5/train/9aecfde643ec70399fb354a1410e16e0.wav, 1
./data/finvcup9th_1st_ds5/train/9bf8be833b9cde35a63d46ff0ddca68f.wav, 1
./data/finvcup9th_1st_ds5/train/63df92bf850af9f99bec38d5717716a5.wav, 1
./data/finvcup9th_1st_ds5/train/97d998c36ee46e5e9e905f33aff46753.wav, 0
./data/finvcup9th_1st_ds5/train/e848483a8e1929d589f71d53a353e624.wav, 1
./data/finvcup9th_1st_ds5/train/039a14150744e312d0ac271edbdafb54.wav, 1
./data/finvcup9th_1st_ds5/train/de16628565e093cf58d40e88e8618559.wav, 1
./data/finvcup9th_1st_ds5/train/1e1ae45f44599f043b236f2579808806.wav, 0
./data/finvcup9th_1st_ds5/train/70220e27eddb1d40dfb5ab49e291bf9a.wav, 0
./data/finvcup9th_1st_ds5/train/16a4c36efa1f8a58d4040f73a0066b13.wav, 1
./data/finvcup9th_1st_ds5/train/9c514e10b79dd6c5f9ae8561038c40c1.wav, 1
./data/finvcup9th_1st_ds5/train/e51170716ee13c06b7bdeeae3de6c70c.wav, 0
./data/finvcup9th_1st_ds5/train/2a7bc9ee67f07b96db165daaf16107a5.wav, 1
./data/finvcup9th_1st_ds5/train/2435d1299952542c267d1a74b106b10d.wav, 0
./data/finvcup9th_1st_ds5/train/572b31306c735c6af60fd9c48993235c.wav, 1
./data/finvcup9th_1st_ds5/train/eb2dede80519436e0f0037a1c38f5515.wav, 0
./data/finvcup9th_1st_ds5/train/9b8831e064420934c1899bf451907364.wav, 1
./data/finvcup9th_1st_ds5/train/c25e57951c1d38142ca1d52f12246e1a.wav, 0
./data/finvcup9th_1st_ds5/train/dc82d5262bb66d907a20962e7994a63e.wav, 1
./data/finvcup9th_1st_ds5/train/6a1303b2de7dc40163df2d2bf156d657.wav, 1
./data/finvcup9th_1st_ds5/train/b2843e572a80a0cf6553f4083ef76c75.wav, 0
./data/finvcup9th_1st_ds5/train/7b12b4dd70bfa6ed4beef4e48a33340b.wav, 1
./data/finvcup9th_1st_ds5/train/4378c02302772fef5882d33bb08a03cc.wav, 1
./data/finvcup9th_1st_ds5/train/da8c979e0f2ec8e043a1e3fbd29fd25a.wav, 0
./data/finvcup9th_1st_ds5/train/45dee900db91cce9e837932c5a649766.wav, 0
./data/finvcup9th_1st_ds5/train/0fac511549a2dc1d03844084a581f4d7.wav, 0
./data/finvcup9th_1st_ds5/train/b2c81357dbd68545bd1a3cf2fedb37a7.wav, 1
./data/finvcup9th_1st_ds5/train/dff4068be12e1eacc4c0ee55cae56ea7.wav, 0
./data/finvcup9th_1st_ds5/train/ba8fc1f6585ce9d49aeea3bae2c277fe.wav, 0
./data/finvcup9th_1st_ds5/train/1685b2cb3ecc61fbb7e57cd5eee5a4f0.wav, 1
./data/finvcup9th_1st_ds5/train/4011bf6e4cc27534270b9105682922c8.wav, 0
./data/finvcup9th_1st_ds5/train/241bd52d02259fbce0dbefd85bc907dc.wav, 0
./data/finvcup9th_1st_ds5/train/4eff9745c3fcd9bd8131602e44aae1f0.wav, 0
./data/finvcup9th_1st_ds5/train/dc7e8b947ea1ba94f112bfff96018ca0.wav, 1
./data/finvcup9th_1st_ds5/train/333ff8431db88e631be3043eee8dc112.wav, 0
./data/finvcup9th_1st_ds5/train/d01dbfe5297e480b1adaf29520506b69.wav, 1
./data/finvcup9th_1st_ds5/train/8f84f5ee0302c24843214bc388a1f763.wav, 0
./data/finvcup9th_1st_ds5/train/67a2dc0b017645d3b9c1cd80a5645fc9.wav, 0
./data/finvcup9th_1st_ds5/train/537534ef02cf7aae27471c728c7142eb.wav, 0
./data/finvcup9th_1st_ds5/train/60320bba1414e56252d963d7539762d2.wav, 0
./data/finvcup9th_1st_ds5/train/9d6ccd8c5eefb193b48f5787edfe30ca.wav, 0
./data/finvcup9th_1st_ds5/train/1911d63f196d0539f47d3c9465e0391a.wav, 1
./data/finvcup9th_1st_ds5/train/22f27f1020bb9d8547fb4b9f5563cbe8.wav, 1
./data/finvcup9th_1st_ds5/train/1e700dc4ada05d49ad889ab9044b1f26.wav, 1
./data/finvcup9th_1st_ds5/train/b16a0c60d7ac2955fd8d734e54b4d3cc.wav, 0
./data/finvcup9th_1st_ds5/train/5e4c6dd949636532537cc360b64c9bdc.wav, 0
./data/finvcup9th_1st_ds5/train/cf936842880d02f76d63103c64f0f7a4.wav, 0
./data/finvcup9th_1st_ds5/train/1d49fc8db53cd00fec7837dc004d2852.wav, 0
./data/finvcup9th_1st_ds5/train/a84cd4fa6dbf9797f6390c3e18b20d5c.wav, 0
./data/finvcup9th_1st_ds5/train/966fbd79af7d3948ba84cc3c5dea83e7.wav, 1
./data/finvcup9th_1st_ds5/train/9acdce80d14fb17809279e3c0a7c3379.wav, 0
./data/finvcup9th_1st_ds5/train/d015447498f6ab4effda690081a16d54.wav, 0
./data/finvcup9th_1st_ds5/train/beb89eb5c62287f4d501fb86f565c549.wav, 0
./data/finvcup9th_1st_ds5/train/92b415bab74549c7ca95205e3161eec2.wav, 0
./data/finvcup9th_1st_ds5/train/b584ab80e3a003c28ad411fff2fb7217.wav, 0
./data/finvcup9th_1st_ds5/train/e88858ae6108604bbfe914142ac4082d.wav, 1
./data/finvcup9th_1st_ds5/train/9bd6c1fce2f070d096c6e191a1eba3c9.wav, 0
./data/finvcup9th_1st_ds5/train/5757dcf9f9662739d025e929570157c8.wav, 1
./data/finvcup9th_1st_ds5/train/73e1e09395f1271915ebcc3ed3346057.wav, 0
./data/finvcup9th_1st_ds5/train/1283ce2a356914eaf632374eb94da076.wav, 0
./data/finvcup9th_1st_ds5/train/46b7d275a8c6d50dd86bb543ff11bc99.wav, 0
./data/finvcup9th_1st_ds5/train/d248e2aaa70bb6e62e5d86047335dba2.wav, 0
./data/finvcup9th_1st_ds5/train/b8cb09a98ecfd4b9d4e069f70c5de10a.wav, 0
./data/finvcup9th_1st_ds5/train/8fddbbc1dcdde85d16f4630f2a9078c5.wav, 0
./data/finvcup9th_1st_ds5/train/f3fef3512c0341b671fa490c58996419.wav, 0
./data/finvcup9th_1st_ds5/train/c5e8cee6a0d804a8f486240950948c52.wav, 0
./data/finvcup9th_1st_ds5/train/4bc0d59d63efd16edc0bd6f0b3ecd18b.wav, 0
./data/finvcup9th_1st_ds5/train/e78fe3a28ed6c76b9c4275cfe0ad642c.wav, 0
./data/finvcup9th_1st_ds5/train/66383a990e5edb197df1de6db5396d0c.wav, 1
./data/finvcup9th_1st_ds5/train/b3a5938c22982c69357c2c7b5359a055.wav, 0
./data/finvcup9th_1st_ds5/train/ea2a9b56f34056c438e638455b187ab4.wav, 0
./data/finvcup9th_1st_ds5/train/a3b15fa1e882e931dc7705bc83b57f39.wav, 0
./data/finvcup9th_1st_ds5/train/ef8bf8a1f8d134ad8a804be52619fe1e.wav, 1
./data/finvcup9th_1st_ds5/train/fb930177a525228f9c6b3e569c42932c.wav, 1
./data/finvcup9th_1st_ds5/train/ec46b48048489a9efc768cb7afe3fcf6.wav, 1
./data/finvcup9th_1st_ds5/train/7a1fdfc3c64bfb0754b1e79788e18b8c.wav, 0
./data/finvcup9th_1st_ds5/train/88fcebe6512da8c7f26401eac1ffc15a.wav, 1
./data/finvcup9th_1st_ds5/train/e90b31e04b55d99b6884a805424995fb.wav, 1
./data/finvcup9th_1st_ds5/train/c9964bd9baa06ac296a7184ee8256e15.wav, 0
./data/finvcup9th_1st_ds5/train/8f72214bcae37267436117eea9e0cbc6.wav, 0
./data/finvcup9th_1st_ds5/train/9ffd46655d847845e6c03f98434b1aef.wav, 1
./data/finvcup9th_1st_ds5/train/4665c9094960f77c8b41cf7b7e46cfcc.wav, 0
./data/finvcup9th_1st_ds5/train/8f70c48af8a70f32c5afc00484427f88.wav, 0
./data/finvcup9th_1st_ds5/train/31fd53124ccbea5e49884df87696a6cc.wav, 1
./data/finvcup9th_1st_ds5/train/30a294626af29e005cbfc18a6ea79d6d.wav, 1
./data/finvcup9th_1st_ds5/train/5f401c2258035a9201f9eaa054a568c1.wav, 0
./data/finvcup9th_1st_ds5/train/bc79a78360ebd4e4271cdb65579981bf.wav, 1
./data/finvcup9th_1st_ds5/train/cb6a4cad0dee7567f856368009e3748a.wav, 0
./data/finvcup9th_1st_ds5/train/2e289015756b8d3080406f3822d4c254.wav, 0
./data/finvcup9th_1st_ds5/train/ccdbefcd80a1d745ed96c7d86d6bb4a6.wav, 0
./data/finvcup9th_1st_ds5/train/9b06c7da1a8b8d5ff04e63ccd61365b3.wav, 0
./data/finvcup9th_1st_ds5/train/5174fadb5fb4b3ba708979b6d2307e97.wav, 1
./data/finvcup9th_1st_ds5/train/ec1c732447c54f0862ef055bfec75f62.wav, 1
./data/finvcup9th_1st_ds5/train/e173b9cbe13ceb4beb67e53563e37f05.wav, 1
./data/finvcup9th_1st_ds5/train/1cef60f1c226e67c6c0182d2c8812df4.wav, 1
./data/finvcup9th_1st_ds5/train/16f56453ac0827b366c848a887d5cd74.wav, 1
./data/finvcup9th_1st_ds5/train/515e6ca11570db25bb1f59b9ff1a3dba.wav, 1
./data/finvcup9th_1st_ds5/train/b05cded233300616e1361c11d8892d12.wav, 0
./data/finvcup9th_1st_ds5/train/7da4db27b9303dde4241ec56f3ffd93a.wav, 1
./data/finvcup9th_1st_ds5/train/8d0a71d01049ba49d400c9a020167dbb.wav, 1
./data/finvcup9th_1st_ds5/train/415318bc1827a3e3d6917bff8cdd621e.wav, 1
./data/finvcup9th_1st_ds5/train/860f08ddc2f66dd3dbc702e4fbe1b7a7.wav, 0
./data/finvcup9th_1st_ds5/train/f963e840edc6a224b5d38fec31880880.wav, 1
./data/finvcup9th_1st_ds5/train/9062d9c697b13aa82cd5b4cb12c70822.wav, 0
./data/finvcup9th_1st_ds5/train/a3d9c7fbe31e4677c7ee3d0e50438087.wav, 0
./data/finvcup9th_1st_ds5/train/59ffd1d707508a676ae1e4e1c28595a2.wav, 1
./data/finvcup9th_1st_ds5/train/2133c124839cd34d8ac243e7e2d0d8c3.wav, 1
./data/finvcup9th_1st_ds5/train/ca15c6159d048bb80a5cb622852ddc64.wav, 1
./data/finvcup9th_1st_ds5/train/906d8092238a5ea611001aa60145eede.wav, 0
./data/finvcup9th_1st_ds5/train/be34d388641bdad0b994c114327db3d8.wav, 0
./data/finvcup9th_1st_ds5/train/b4d049e4bcbc95ac1c8b710f85cc7bb2.wav, 1
./data/finvcup9th_1st_ds5/train/913fbd744c7096d89675db6397f233eb.wav, 0
./data/finvcup9th_1st_ds5/train/64fed7102c64685a3e964039581d2918.wav, 1
./data/finvcup9th_1st_ds5/train/e6c84590d9c5bf9755ed2a03c35dbe7d.wav, 1
./data/finvcup9th_1st_ds5/train/561be619c92731e83f9e1416d17bbfbf.wav, 0
./data/finvcup9th_1st_ds5/train/b35dbfaa7fc8cfddeff0af3e4061d858.wav, 1
./data/finvcup9th_1st_ds5/train/292e1fbb9b9ff2b6925328237aec4300.wav, 1
./data/finvcup9th_1st_ds5/train/d374db46b86ed3d175385dbe84fb0793.wav, 0
./data/finvcup9th_1st_ds5/train/84794f9a5c28eefed73bf8deeed2b047.wav, 0
./data/finvcup9th_1st_ds5/train/8a91db3594e0e18ac63964a05d874573.wav, 0
./data/finvcup9th_1st_ds5/train/920aa9b7c0f9b54493a1d150d74f640c.wav, 0
./data/finvcup9th_1st_ds5/train/938a1ad5257a87be0f7d2761f6cb599b.wav, 1
